first_name,last_name,current_net_worth,normalized_net_worth,slug_url,top_contributors,top_industries,contributors_period_start,contributors_period_end,contributors_period,industries_period_start,industries_period_end,industries_period
"Jesus G. ""Chuy""",García,,,https://www.opensecrets.org/members-of-congress/jesus-garcia/summary?cid=N00042114,"Service Employees International Union ($20,000); Disparti Law Group ($13,200); Latham & Watkins ($13,200); Amalgamated Transit Union ($10,050); Air Line Pilots Assn ($10,000)","Lawyers/Law Firms ($89,695); Transportation Unions ($87,300); Building Trade Unions ($40,500); Industrial Unions ($39,000); Leadership PACs ($38,501)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Vicente,Gonzalez,,,https://www.opensecrets.org/members-of-congress/vicente-gonzalez/summary?cid=N00038809,"No Labels Problem Solvers ($144,850); American Israel Public Affairs Cmte ($97,750); Apollo Global Management ($18,500); America's Credit Unions ($15,000); Jobs Education & Families First ($15,000)","Securities & Investment ($232,066); Leadership PACs ($202,020); Oil & Gas ($179,450); Misc Issues ($150,850); Finance/Credit Companies ($121,168)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Paul A.,Gosar,,,https://www.opensecrets.org/members-of-congress/gosar-paul/summary?cid=N00030771&cycle=2024,"House Freedom Fund ($55,000); Bill Luke Chrysler/Jeep/Dodge ($26,400); Lakeside Heart Vascular Center ($16,700); Goe3 ($11,535); SAFTI First ($8,300)","Retired ($87,850); Republican/Conservative ($65,725); Real Estate ($38,906); Health Professionals ($23,341); Business Services ($15,147)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
H. Morgan,Griffith,,,https://www.opensecrets.org/members-of-congress/griffith-morgan/summary?cid=N00032029&cycle=2024,"American Israel Public Affairs Cmte ($22,550); Professional Compounding Centers of America ($16,400); Richie'S Specialty Pharmacy ($13,200); House Freedom Fund ($11,600); AT&T Inc ($11,000)","Health Professionals ($196,377); Pharmaceuticals/Health Products ($89,000); Lobbyists ($73,650); Electric Utilities ($64,000); Telecom Services ($45,500)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Michael,Guest,,,https://www.opensecrets.org/members-of-congress/michael-guest/summary?cid=N00042458,"Ergon Inc ($26,400); Seemann Composites ($19,800); Mid South Rehab ($14,200); Key Constructors ($13,200); Tower Loan ($13,200)","Lobbyists ($65,800); Oil & Gas ($52,250); Leadership PACs ($45,500); Health Professionals ($43,850); Lawyers/Law Firms ($37,945)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Brett,Guthrie,,,https://www.opensecrets.org/members-of-congress/brett-guthrie/summary?cid=N00029675,"DISH Network ($25,000); Eli Lilly & Co ($24,900); Novocure Inc ($20,500); Mehlman Consulting ($20,200); BGR Group ($19,500)","Pharmaceuticals/Health Products ($534,102); Health Professionals ($446,852); Lobbyists ($287,650); Health Services/HMOs ($223,999); Lawyers/Law Firms ($118,750)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Diana,Harshbarger,,,https://www.opensecrets.org/members-of-congress/diana-harshbarger/summary?cid=N00046688,"New York Cancer & Blood Specialists ($19,876); Alliance for Pharmacy Compounding ($11,250); American Optometric Assn ($11,070); Professional Compounding Centers of America ($10,800); Eastman Chemical ($10,080)","Health Professionals ($286,342); Retired ($165,451); Pharmaceuticals/Health Products ($115,304); Lobbyists ($64,950); Leadership PACs ($56,500)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Clay,Higgins,,,https://www.opensecrets.org/members-of-congress/clay-higgins/summary?cid=N00039953,"House Freedom Fund ($18,200); LHC Group ($18,200); B&G Food Enterprises ($16,500); Lad Services of La ($13,200); Picard Group ($11,600)","Republican/Conservative ($75,976); Crop Production & Basic Processing ($62,219); Leadership PACs ($51,100); Retired ($47,227); Real Estate ($37,116)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
J. French,Hill,,,https://www.opensecrets.org/members-of-congress/hill-french/summary?cid=N00035792&cycle=2024,"Bank of New York Mellon ($46,700); Stephens Inc ($44,645); New York Life Insurance ($41,500); Coinbase ($41,300); Wells Fargo ($35,300)","Securities & Investment ($839,595); Commercial Banks ($354,750); Insurance ($335,900); Real Estate ($250,500); Retired ($197,020)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Jon,Husted,,,https://www.opensecrets.org/officeholders/jon-husted/contributors?cycle=2024&id=2753619,,,,,,,,
"Henry C. ""Hank""",Johnson,,,https://www.opensecrets.org/members-of-congress/johnson-hank/summary?cid=N00027848&cycle=2024,"Cox Enterprises ($10,090); Delta Air Lines ($10,080); AFLAC Inc ($10,000); Air Line Pilots Assn ($10,000); Allied Pilots Assn ($10,000)","Transportation Unions ($60,004); Lawyers/Law Firms ($40,855); Building Trade Unions ($39,500); TV/Movies/Music ($38,570); Public Sector Unions ($35,500)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Mike,Johnson,,,https://www.opensecrets.org/members-of-congress/mike-johnson/summary?cid=N00039106,"American Israel Public Affairs Cmte ($618,530); Lockheed Martin ($59,747); Altria Group ($43,882); Praeses LLC ($41,248); National Assn of Broadcasters ($41,100)","Retired ($6,314,740); Republican/Conservative ($1,695,745); Securities & Investment ($835,043); Pro-Israel ($741,971); Real Estate ($687,427)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Thomas H.,Kean,,,https://www.opensecrets.org/members-of-congress/kean-thomas-h-jr/summary?cid=N00027502&cycle=2024,"American Israel Public Affairs Cmte ($264,013); NorPAC ($47,810); Blackstone Group ($21,800); Micro Stamping Corp ($21,205); Jane Street Capital ($19,800)","Retired ($915,084); Securities & Investment ($679,653); Pro-Israel ($422,160); Leadership PACs ($385,700); Real Estate ($362,355)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Ro,Khanna,,,https://www.opensecrets.org/members-of-congress/ro-khanna/summary?cid=N00026427,"Google Inc ($185,752); Apple Inc ($59,556); Stanford University ($50,254); JStreetPAC ($46,950); Andreessen Horowitz ($40,600)","Securities & Investment ($1,669,797); Retired ($753,609); Lawyers/Law Firms ($558,071); Democratic/Liberal ($536,023); Electronics Mfg & Equip ($511,200)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
"Angus S., Jr.",King,,,https://www.opensecrets.org/members-of-congress/king-angus/summary?cid=N00034580&cycle=2024,"American Israel Public Affairs Cmte ($35,950); Triumvirate Environmental ($33,000); Microsoft Corp ($29,105); General Dynamics ($27,750); Google Inc ($27,500)","Retired ($806,414); Leadership PACs ($408,000); Lawyers/Law Firms ($333,204); Real Estate ($293,516); Securities & Investment ($284,496)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Summer L.,Lee,,,https://www.opensecrets.org/members-of-congress/lee-summer/summary?cid=N00049757&cycle=2024,"JStreetPAC ($34,182); University of Pittsburgh ($33,205); Chaudhry Pulmonary Assoc ($25,440); University of Pittsburgh Medical Center ($22,940); Service Employees International Union ($17,675)","Health Professionals ($331,965); Retired ($285,651); Education ($177,460); Lawyers/Law Firms ($119,505); Democratic/Liberal ($107,987)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Ben Ray,Luján,,,https://www.opensecrets.org/members-of-congress/lujan-ben-ray/summary?cid=N00029562&cycle=2024,"National Assn of Broadcasters ($71,370); Democratic Senatorial Campaign Cmte ($49,600); University of New Mexico ($42,098); Akin, Gump et al ($29,567); Forbes Tate Partners ($28,600)","Retired ($1,565,488); Lawyers/Law Firms ($609,631); Health Professionals ($553,400); Securities & Investment ($475,879); Leadership PACs ($468,045)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Anna Paulina,Luna,$590.50K,"$590,500",https://www.opensecrets.org/members-of-congress/anna-paulina-luna/summary?cid=N00045228,"House Freedom Fund ($188,154); Club for Growth ($48,490); American Israel Public Affairs Cmte ($15,250); Senate Conservatives Fund ($13,600); Energy Transfer Partners ($13,250)","Retired ($724,798); Republican/Conservative ($515,133); Leadership PACs ($150,585); Real Estate ($135,460); Securities & Investment ($114,762)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Edward J.,Markey,,,https://www.opensecrets.org/members-of-congress/markey-ed/summary?cid=N00000270&cycle=2024,"Wilmerhale Llp ($133,397); Harvard University ($82,444); Google Inc ($78,008); Apollo Global Management ($59,386); Commonwealth of Massachusetts ($53,998)","Retired ($1,420,834); Lawyers/Law Firms ($1,115,973); Education ($756,395); Securities & Investment ($742,151); Real Estate ($562,109)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Doris O.,Matsui,,,https://www.opensecrets.org/members-of-congress/matsui-doris/summary?cid=N00027459&cycle=2024,"DISH Network ($18,100); University of California/Davis ($16,025); Granite Telecommunications ($13,200); Charter Communications ($11,500); American Israel Public Affairs Cmte ($11,322)","Health Professionals ($127,137); Telecom Services ($96,650); Lawyers/Law Firms ($76,072); Pharmaceuticals/Health Products ($74,800); Electric Utilities ($65,299)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Sarah,McBride,,,https://www.opensecrets.org/members-of-congress/sarah-mcbride/summary?cid=N00052698&cycle=2024,"Young, Conaway et al ($66,694); University of Delaware ($36,068); Microsoft Corp ($33,342); American Israel Public Affairs Cmte ($32,260); Google Inc ($28,027)","Retired ($542,172); Lawyers/Law Firms ($400,764); Health Professionals ($169,159); Education ($148,993); Real Estate ($135,406)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Michael T.,McCaul,,,https://www.opensecrets.org/members-of-congress/mccaul-michael/summary?cid=N00026460&cycle=2024,"American Israel Public Affairs Cmte ($418,859); Lockheed Martin ($19,060); Axxess Technology Solutions ($16,600); BGR Group ($16,500); Red Arts Capital ($14,200)","Pro-Israel ($488,315); Retired ($385,341); Securities & Investment ($202,468); Real Estate ($157,091); Lawyers/Law Firms ($86,422)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Betty,McCollum,,,https://www.opensecrets.org/members-of-congress/betty-mccollum/summary?cid=N00012942,"Heartland Realty Investors ($34,000); Holland & Knight ($30,600); Fillmore Ai ($26,400); STARKEY HEARING TECHNOLOGIES ($22,300); Kaplan, Strangis & Kaplan ($20,800)","Misc Defense ($106,600); Retired ($105,613); Defense Aerospace ($92,900); Lawyers/Law Firms ($91,456); Casinos/Gambling ($82,650)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Kristen,McDonald Rivet,,,https://www.opensecrets.org/members-of-congress/summary?cid=N00054163,"JStreetPAC ($127,968); EMILY's List ($59,178); Dow Inc ($38,796); AmeriPAC: The Fund for a Greater America ($37,925); Swing Left ($34,447)","Retired ($564,864); Democratic/Liberal ($428,399); Leadership PACs ($284,925); Securities & Investment ($264,239); Lawyers/Law Firms ($235,004)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Addison P.,McDowell,,,https://www.opensecrets.org/members-of-congress/addison-mcdowell/summary?cid=N00054055&cycle=2024,"Veterans Guardian VA Claim Consulting ($42,900); Flow Automotive ($33,000); Ragnar Partners ($23,100); American Israel Public Affairs Cmte ($17,500); Mk Resources ($16,500)","Leadership PACs ($94,300); Automotive ($70,639); Lobbyists ($70,525); Retired ($63,690); Securities & Investment ($63,033)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Gregory W.,Meeks,,,https://www.opensecrets.org/members-of-congress/meeks-gregory/summary?cid=N00001171&cycle=2024,"American Israel Public Affairs Cmte ($448,828); MetLife Inc ($48,550); Bank Of New York Mellon ($35,800); JStreetPAC ($32,750); NorPAC ($23,350)","Pro-Israel ($510,128); Securities & Investment ($409,603); Real Estate ($198,750); Insurance ($172,775); Commercial Banks ($163,600)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Gwen,Moore,,,https://www.opensecrets.org/members-of-congress/gwen-moore/summary?cid=N00026914,"US Venture Inc ($17,500); Carlyle Group ($15,500); Sentry Insurance ($15,000); Service Employees International Union ($15,000); American Institute of CPAs ($12,500)","Insurance ($175,280); Securities & Investment ($141,275); Real Estate ($76,120); Casinos/Gambling ($73,976); Commercial Banks ($53,725)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Jerrold,Nadler,,,https://www.opensecrets.org/members-of-congress/jerrold-nadler/summary?cid=N00000939,"JStreetPAC ($30,850); Service Employees International Union ($20,000); Standard Motor Products ($16,200); Proskauer Rose ($15,200); Gibson, Dunn & Crutcher ($13,450)","Lawyers/Law Firms ($132,467); TV/Movies/Music ($105,568); Real Estate ($87,664); Retired ($54,548); Misc Unions ($50,000)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Eleanor Holmes,Norton,,,https://www.opensecrets.org/members-of-congress/eleanor-holmes-norton/summary?cid=N00001692,"Donohoe Companies ($13,400); National Assn of Realtors ($10,500); International Brotherhood of Electrical Workers ($10,000); UNITE HERE ($10,000); Allied Pilots Assn ($9,500)","Transportation Unions ($43,500); Real Estate ($38,050); Public Sector Unions ($28,250); Retired ($15,895); Industrial Unions ($15,000)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Frank,Pallone,,,https://www.opensecrets.org/members-of-congress/pallone-frank-jr/summary?cid=N00000781&cycle=2024,"Cox Enterprises ($37,000); NorPAC ($34,738); Pulse Vascular ($27,400); Saker ShopRites ($26,650); Google Inc ($25,850)","Health Professionals ($344,310); Pharmaceuticals/Health Products ($301,880); Lobbyists ($245,211); Electric Utilities ($184,000); Lawyers/Law Firms ($183,000)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Marie Gluesenkamp,Perez,,,https://www.opensecrets.org/members-of-congress/marie-gluesenkamp-perez/summary?cid=N00050490,"American Israel Public Affairs Cmte ($190,401); EMILY's List ($129,540); Microsoft Corp ($90,836); University of Washington ($78,439); Digidems PAC ($40,060)","Retired ($2,154,701); Securities & Investment ($877,865); Democratic/Liberal ($617,140); Lawyers/Law Firms ($507,756); Leadership PACs ($454,728)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Stacey E.,Plaskett,,,https://www.opensecrets.org/members-of-congress/plaskett-stacey/summary?cid=N00035000&cycle=2024,"Bloomberg LP ($23,100); Joel H Holt Esq ($13,200); AbbVie Inc ($10,000); Sheet Metal, Air, Rail & Transportation Union ($10,000); Wholesale Wine Distributors ($9,900)","Lawyers/Law Firms ($47,841); Real Estate ($47,563); Leadership PACs ($47,545); Lobbyists ($46,320); Securities & Investment ($31,878)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Mike,Quigley,,,https://www.opensecrets.org/members-of-congress/mike-quigley/summary?cid=N00030581,"Clifford Law Offices ($14,900); Cooney & Conway ($14,200); Deloitte LLP ($10,025); Air Line Pilots Assn ($10,000); American Council of Engineering Cos ($10,000)","Lawyers/Law Firms ($115,785); Securities & Investment ($83,453); Transportation Unions ($57,999); Real Estate ($54,986); Air Transport ($54,600)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Aumua Amata Coleman,Radewagen,,,https://www.opensecrets.org/members-of-congress/radewagen-amata-coleman/summary?cid=N00007635&cycle=2024,"steptoe LLP ($5,500); American Revival PAC ($5,000); Electing Majority Making Effective Republicans ($5,000); Supporting Electing American Leaders ($5,000); American Tuna Assn ($3,300)","Leadership PACs ($12,500); Lawyers/Law Firms ($8,200); Retired ($5,500); Republican/Conservative ($5,000); Candidate Committees ($4,000)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Harold,Rogers,,,https://www.opensecrets.org/members-of-congress/rogers-hal/summary?cid=N00003473&cycle=2024,"Cornerstone Government Affairs ($27,500); Outdoor Venture Corp ($14,700); American Israel Public Affairs Cmte ($10,500); American Crystal Sugar ($10,000); Appalachian Recovery Center ($10,000)","Lobbyists ($98,311); Air Transport ($56,000); Misc Defense ($46,200); Defense Aerospace ($43,800); Leadership PACs ($39,500)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Mike D.,Rogers,,,https://www.opensecrets.org/members-of-congress/rogers-mike-d/summary?cid=N00024759&cycle=2024,"L3Harris Technologies ($66,650); Microsoft Corp ($23,200); Elliott Management ($19,800); Medical Place Inc ($19,800); Radiance Technologies ($18,200)","Pro-Israel ($355,374); Misc Defense ($280,050); Lobbyists ($135,970); Defense Electronics ($135,350); Defense Aerospace ($119,600)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Marco,Rubio,,,https://www.opensecrets.org/members-of-congress/marco-rubio/summary?cid=N00030612,"Pro-Israel America PAC ($109,800); The Villages ($78,405); Republican Jewish Coalition ($77,736); National Republican Senatorial Cmte ($51,200); GEO Group ($49,800)","Retired ($15,270,850); Republican/Conservative ($2,631,301); Real Estate ($2,005,431); Securities & Investment ($1,389,998); Health Professionals ($738,506)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Maria Elvira,Salazar,,,https://www.opensecrets.org/members-of-congress/salazar-maria/summary?cid=N00042810&cycle=2024,"Leon Medical Centers ($37,300); American Israel Public Affairs Cmte ($33,607); Tecnoglass ($33,000); Starkey Hearing Technologies ($19,800); Kaseya Inc ($15,950)","Leadership PACs ($410,000); Retired ($356,248); Securities & Investment ($342,582); Real Estate ($202,268); Republican/Conservative ($137,904)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
